HomeTeam,AwayTeam,Date,Div,Season,FTR,AVG_H,AVG_D,AVG_A,league
Bolton,Reading,2015-03-03,E1,2014-2015,D,2.53,3.28,2.84,England: Championship
Bournemouth,Wolves,2015-03-03,E1,2014-2015,H,1.76,3.67,4.73,England: Championship
Brentford,Huddersfield,2015-03-03,E1,2014-2015,H,1.88,3.63,4.04,England: Championship
Brighton,Derby,2015-03-03,E1,2014-2015,H,2.8,3.28,2.56,England: Championship
Charlton,Nott'm Forest,2015-03-03,E1,2014-2015,H,3.0,3.34,2.37,England: Championship
Middlesbrough,Millwall,2015-03-03,E1,2014-2015,H,1.42,4.41,8.09,England: Championship
Rotherham,Cardiff,2015-03-03,E1,2014-2015,A,2.52,3.21,2.9,England: Championship
Watford,Fulham,2015-03-03,E1,2014-2015,H,1.7,3.87,4.81,England: Championship
Birmingham,Blackpool,2015-03-04,E1,2014-2015,H,1.59,3.99,5.77,England: Championship
Leeds,Ipswich,2015-03-04,E1,2014-2015,H,2.97,3.28,2.42,England: Championship
Norwich,Wigan,2015-03-04,E1,2014-2015,A,1.55,4.0,6.41,England: Championship
Sheffield Weds,Blackburn,2015-03-04,E1,2014-2015,A,2.38,3.25,3.07,England: Championship
Fulham,Bournemouth,2015-03-06,E1,2014-2015,A,3.8,3.59,1.96,England: Championship
Blackpool,Sheffield Weds,2015-03-07,E1,2014-2015,A,4.34,3.43,1.86,England: Championship
Cardiff,Charlton,2015-03-07,E1,2014-2015,A,1.9,3.39,4.32,England: Championship
Derby,Birmingham,2015-03-07,E1,2014-2015,D,1.59,3.93,5.86,England: Championship
Huddersfield,Rotherham,2015-03-07,E1,2014-2015,A,2.09,3.4,3.52,England: Championship
Ipswich,Brentford,2015-03-07,E1,2014-2015,D,2.14,3.37,3.41,England: Championship
Millwall,Norwich,2015-03-07,E1,2014-2015,A,4.5,3.58,1.81,England: Championship
Nott'm Forest,Middlesbrough,2015-03-07,E1,2014-2015,H,2.87,3.3,2.48,England: Championship
Wigan,Leeds,2015-03-07,E1,2014-2015,A,2.12,3.23,3.66,England: Championship
Wolves,Watford,2015-03-07,E1,2014-2015,D,2.53,3.29,2.81,England: Championship
Reading,Brighton,2015-03-10,E1,2014-2015,H,2.45,3.22,2.98,England: Championship
Blackburn,Bolton,2015-03-11,E1,2014-2015,H,1.93,3.45,4.06,England: Championship
Birmingham,Huddersfield,2015-03-14,E1,2014-2015,D,2.16,3.41,3.35,England: Championship
Bolton,Millwall,2015-03-14,E1,2014-2015,H,2.03,3.44,3.72,England: Championship
Bournemouth,Blackpool,2015-03-14,E1,2014-2015,H,1.21,6.34,13.79,England: Championship
Brentford,Cardiff,2015-03-14,E1,2014-2015,A,1.83,3.59,4.38,England: Championship
Brighton,Wolves,2015-03-14,E1,2014-2015,D,2.27,3.26,3.27,England: Championship
Charlton,Blackburn,2015-03-14,E1,2014-2015,A,2.81,3.28,2.54,England: Championship
Leeds,Nott'm Forest,2015-03-14,E1,2014-2015,D,2.77,3.27,2.57,England: Championship
Middlesbrough,Ipswich,2015-03-14,E1,2014-2015,H,1.89,3.42,4.31,England: Championship
Norwich,Derby,2015-03-14,E1,2014-2015,D,2.08,3.45,3.55,England: Championship
Rotherham,Wigan,2015-03-14,E1,2014-2015,A,2.51,3.22,2.9,England: Championship
Sheffield Weds,Fulham,2015-03-14,E1,2014-2015,D,1.97,3.37,3.99,England: Championship
Watford,Reading,2015-03-14,E1,2014-2015,H,1.68,3.89,5.05,England: Championship
Blackburn,Brentford,2015-03-17,E1,2014-2015,A,2.29,3.43,3.07,England: Championship
Blackpool,Charlton,2015-03-17,E1,2014-2015,A,3.67,3.35,2.07,England: Championship
Cardiff,Bournemouth,2015-03-17,E1,2014-2015,D,3.96,3.58,1.92,England: Championship
Derby,Middlesbrough,2015-03-17,E1,2014-2015,A,2.42,3.29,3.01,England: Championship
Huddersfield,Norwich,2015-03-17,E1,2014-2015,D,3.83,3.47,1.98,England: Championship
Ipswich,Bolton,2015-03-17,E1,2014-2015,H,1.73,3.67,4.9,England: Championship
Millwall,Brighton,2015-03-17,E1,2014-2015,D,3.33,3.29,2.23,England: Championship
Wigan,Watford,2015-03-17,E1,2014-2015,A,3.2,3.32,2.28,England: Championship
Wolves,Sheffield Weds,2015-03-17,E1,2014-2015,H,2.04,3.36,3.73,England: Championship
Fulham,Leeds,2015-03-18,E1,2014-2015,A,2.26,3.34,3.2,England: Championship
Nott'm Forest,Rotherham,2015-03-18,E1,2014-2015,H,1.76,3.65,4.69,England: Championship
Wolves,Derby,2015-03-20,E1,2014-2015,H,2.55,3.3,2.81,England: Championship
Blackburn,Brighton,2015-03-21,E1,2014-2015,A,2.22,3.27,3.3,England: Championship
Blackpool,Leeds,2015-03-21,E1,2014-2015,D,3.82,3.37,2.0,England: Championship
Bournemouth,Middlesbrough,2015-03-21,E1,2014-2015,H,2.14,3.38,3.36,England: Championship
Brentford,Millwall,2015-03-21,E1,2014-2015,D,1.62,3.93,5.3,England: Championship
Cardiff,Birmingham,2015-03-21,E1,2014-2015,H,2.19,3.3,3.32,England: Championship
Charlton,Reading,2015-03-21,E1,2014-2015,H,2.74,3.27,2.58,England: Championship
Huddersfield,Fulham,2015-03-21,E1,2014-2015,A,2.17,3.44,3.24,England: Championship
Norwich,Nott'm Forest,2015-03-21,E1,2014-2015,H,1.64,3.87,5.18,England: Championship
Rotherham,Sheffield Weds,2015-03-21,E1,2014-2015,A,2.58,3.27,2.74,England: Championship
Watford,Ipswich,2015-03-21,E1,2014-2015,A,2.06,3.42,3.51,England: Championship
Wigan,Bolton,2015-03-21,E1,2014-2015,D,2.14,3.28,3.46,England: Championship
Birmingham,Rotherham,2015-04-03,E1,2014-2015,H,2.22,3.32,3.3,England: Championship
Brighton,Norwich,2015-04-03,E1,2014-2015,A,3.4,3.3,2.2,England: Championship
Derby,Watford,2015-04-03,E1,2014-2015,D,2.09,3.45,3.54,England: Championship
Fulham,Brentford,2015-04-03,E1,2014-2015,A,3.05,3.4,2.32,England: Championship
Ipswich,Bournemouth,2015-04-03,E1,2014-2015,D,2.96,3.3,2.43,England: Championship
Middlesbrough,Wigan,2015-04-03,E1,2014-2015,H,1.56,3.91,6.42,England: Championship
Millwall,Charlton,2015-04-03,E1,2014-2015,H,2.49,3.3,2.87,England: Championship
Nott'm Forest,Wolves,2015-04-03,E1,2014-2015,A,2.27,3.34,3.21,England: Championship
Bolton,Blackpool,2015-04-04,E1,2014-2015,D,1.57,3.86,6.38,England: Championship
Leeds,Blackburn,2015-04-04,E1,2014-2015,A,2.72,3.27,2.63,England: Championship
Reading,Cardiff,2015-04-04,E1,2014-2015,D,2.13,3.33,3.52,England: Championship
Sheffield Weds,Huddersfield,2015-04-04,E1,2014-2015,D,2.13,3.35,3.5,England: Championship
Bournemouth,Birmingham,2015-04-06,E1,2014-2015,H,1.4,4.65,8.02,England: Championship
Brentford,Nott'm Forest,2015-04-06,E1,2014-2015,D,1.96,3.6,3.73,England: Championship
Cardiff,Bolton,2015-04-06,E1,2014-2015,A,2.13,3.35,3.49,England: Championship
Huddersfield,Ipswich,2015-04-06,E1,2014-2015,H,2.86,3.35,2.45,England: Championship
Norwich,Sheffield Weds,2015-04-06,E1,2014-2015,H,1.51,4.19,6.53,England: Championship
Rotherham,Brighton,2015-04-06,E1,2014-2015,H,2.73,3.27,2.62,England: Championship
Watford,Middlesbrough,2015-04-06,E1,2014-2015,H,2.41,3.33,2.94,England: Championship
Wigan,Derby,2015-04-06,E1,2014-2015,A,3.36,3.29,2.2,England: Championship
Wolves,Leeds,2015-04-06,E1,2014-2015,H,1.67,3.71,5.39,England: Championship
Blackpool,Reading,2015-04-07,E1,2014-2015,D,4.31,3.43,1.87,England: Championship
Charlton,Fulham,2015-04-07,E1,2014-2015,D,2.35,3.34,3.0,England: Championship
Brighton,Bournemouth,2015-04-10,E1,2014-2015,A,4.67,3.61,1.78,England: Championship
Fulham,Wigan,2015-04-10,E1,2014-2015,D,2.23,3.38,3.24,England: Championship
Birmingham,Wolves,2015-04-11,E1,2014-2015,H,3.29,3.31,2.24,England: Championship
Bolton,Norwich,2015-04-11,E1,2014-2015,A,4.52,3.55,1.81,England: Championship
Derby,Brentford,2015-04-11,E1,2014-2015,D,2.03,3.53,3.58,England: Championship
Ipswich,Blackpool,2015-04-11,E1,2014-2015,H,1.29,5.31,11.72,England: Championship
Leeds,Cardiff,2015-04-11,E1,2014-2015,A,2.58,3.24,2.78,England: Championship
Middlesbrough,Rotherham,2015-04-11,E1,2014-2015,H,1.47,4.36,6.97,England: Championship
Millwall,Watford,2015-04-11,E1,2014-2015,A,4.05,3.53,1.91,England: Championship
Nott'm Forest,Huddersfield,2015-04-11,E1,2014-2015,A,2.0,3.49,3.73,England: Championship
Reading,Blackburn,2015-04-11,E1,2014-2015,D,2.47,3.3,2.87,England: Championship
Sheffield Weds,Charlton,2015-04-11,E1,2014-2015,D,1.93,3.39,4.14,England: Championship
Birmingham,Blackburn,2015-04-14,E1,2014-2015,D,2.72,3.3,2.63,England: Championship
Bolton,Charlton,2015-04-14,E1,2014-2015,D,2.1,3.38,3.54,England: Championship
Brighton,Huddersfield,2015-04-14,E1,2014-2015,D,2.08,3.4,3.59,England: Championship
Derby,Blackpool,2015-04-14,E1,2014-2015,H,1.21,6.34,13.97,England: Championship
Ipswich,Cardiff,2015-04-14,E1,2014-2015,H,1.71,3.63,5.09,England: Championship
Leeds,Norwich,2015-04-14,E1,2014-2015,A,6.61,4.0,1.54,England: Championship
Middlesbrough,Wolves,2015-04-14,E1,2014-2015,H,1.88,3.43,4.37,England: Championship
Millwall,Wigan,2015-04-14,E1,2014-2015,H,2.79,3.28,2.57,England: Championship
Reading,Bournemouth,2015-04-14,E1,2014-2015,A,6.04,4.12,1.55,England: Championship
Sheffield Weds,Brentford,2015-04-14,E1,2014-2015,H,3.32,3.36,2.2,England: Championship
Fulham,Rotherham,2015-04-15,E1,2014-2015,D,2.11,3.44,3.45,England: Championship
Nott'm Forest,Watford,2015-04-15,E1,2014-2015,A,3.16,3.41,2.25,England: Championship
Norwich,Middlesbrough,2015-04-17,E1,2014-2015,A,1.98,3.39,3.99,England: Championship
Blackburn,Nott'm Forest,2015-04-18,E1,2014-2015,D,2.07,3.5,3.53,England: Championship
Blackpool,Fulham,2015-04-18,E1,2014-2015,A,4.01,3.63,1.89,England: Championship
Bournemouth,Sheffield Weds,2015-04-18,E1,2014-2015,D,1.34,4.85,9.75,England: Championship
Brentford,Bolton,2015-04-18,E1,2014-2015,D,1.53,4.23,6.0,England: Championship
Cardiff,Millwall,2015-04-18,E1,2014-2015,D,2.06,3.35,3.7,England: Championship
Charlton,Leeds,2015-04-18,E1,2014-2015,H,2.0,3.42,3.82,England: Championship
Huddersfield,Derby,2015-04-18,E1,2014-2015,D,3.76,3.51,1.98,England: Championship
Watford,Birmingham,2015-04-18,E1,2014-2015,H,1.41,4.69,7.64,England: Championship
Wigan,Brighton,2015-04-18,E1,2014-2015,H,2.55,3.26,2.83,England: Championship
Wolves,Ipswich,2015-04-18,E1,2014-2015,D,2.38,3.34,3.01,England: Championship
Blackburn,Millwall,2015-04-21,E1,2014-2015,H,2.03,3.48,3.68,England: Championship
Reading,Birmingham,2015-04-22,E1,2014-2015,A,2.02,3.44,3.69,England: Championship
Birmingham,Charlton,2015-04-25,E1,2014-2015,H,2.26,3.32,3.23,England: Championship
Brighton,Watford,2015-04-25,E1,2014-2015,A,4.21,3.63,1.85,England: Championship
Cardiff,Blackpool,2015-04-25,E1,2014-2015,H,1.51,4.13,6.53,England: Championship
Fulham,Middlesbrough,2015-04-25,E1,2014-2015,H,4.93,3.71,1.72,England: Championship
Huddersfield,Blackburn,2015-04-25,E1,2014-2015,D,2.33,3.4,3.0,England: Championship
Ipswich,Nott'm Forest,2015-04-25,E1,2014-2015,H,1.62,3.95,5.47,England: Championship
Millwall,Derby,2015-04-25,E1,2014-2015,D,4.29,3.58,1.83,England: Championship
Reading,Brentford,2015-04-25,E1,2014-2015,A,3.52,3.51,2.06,England: Championship
Rotherham,Norwich,2015-04-25,E1,2014-2015,D,5.7,3.94,1.59,England: Championship
Sheffield Weds,Leeds,2015-04-25,E1,2014-2015,A,1.74,3.62,4.87,England: Championship
Wigan,Wolves,2015-04-25,E1,2014-2015,A,3.02,3.33,2.36,England: Championship
Bournemouth,Bolton,2015-04-27,E1,2014-2015,H,1.28,5.58,10.83,England: Championship
Rotherham,Reading,2015-04-28,E1,2014-2015,H,1.89,3.51,4.16,England: Championship
Blackburn,Ipswich,2015-05-02,E1,2014-2015,H,3.21,3.31,2.28,England: Championship
Blackpool,Huddersfield,2015-05-02,E1,2014-2015,D,4.2,3.65,1.84,England: Championship
Bolton,Birmingham,2015-05-02,E1,2014-2015,A,2.23,3.41,3.18,England: Championship
Brentford,Wigan,2015-05-02,E1,2014-2015,H,1.37,4.91,8.37,England: Championship
Charlton,Bournemouth,2015-05-02,E1,2014-2015,A,6.48,4.31,1.5,England: Championship
Derby,Reading,2015-05-02,E1,2014-2015,A,1.35,5.01,8.57,England: Championship
Leeds,Rotherham,2015-05-02,E1,2014-2015,D,2.33,3.34,3.07,England: Championship
Middlesbrough,Brighton,2015-05-02,E1,2014-2015,D,1.58,3.9,6.04,England: Championship
Norwich,Fulham,2015-05-02,E1,2014-2015,H,1.45,4.45,7.31,England: Championship
Nott'm Forest,Cardiff,2015-05-02,E1,2014-2015,A,1.97,3.59,3.72,England: Championship
Watford,Sheffield Weds,2015-05-02,E1,2014-2015,D,1.38,4.78,8.44,England: Championship
Wolves,Millwall,2015-05-02,E1,2014-2015,H,1.39,4.73,8.28,England: Championship
Aston Villa,West Ham,2010-08-14,E0,2010-2011,H,1.91,3.34,4.1,England: Premier League
Blackburn,Everton,2010-08-14,E0,2010-2011,H,2.82,3.26,2.48,England: Premier League
Bolton,Fulham,2010-08-14,E0,2010-2011,D,2.21,3.28,3.25,England: Premier League
Chelsea,West Brom,2010-08-14,E0,2010-2011,H,1.16,6.85,17.0,England: Premier League
Sunderland,Birmingham,2010-08-14,E0,2010-2011,D,2.14,3.26,3.4,England: Premier League
Tottenham,Manchester City,2010-08-14,E0,2010-2011,D,2.36,3.31,2.93,England: Premier League
Wigan,Blackpool,2010-08-14,E0,2010-2011,A,1.82,3.43,4.47,England: Premier League
Wolves,Stoke,2010-08-14,E0,2010-2011,H,2.3,3.23,3.11,England: Premier League
Liverpool,Arsenal,2010-08-15,E0,2010-2011,D,2.46,3.24,2.84,England: Premier League
Manchester United,Newcastle,2010-08-16,E0,2010-2011,H,1.23,5.69,12.93,England: Premier League
Arsenal,Blackpool,2010-08-21,E0,2010-2011,H,1.17,6.69,15.93,England: Premier League
Birmingham,Blackburn,2010-08-21,E0,2010-2011,H,2.25,3.22,3.2,England: Premier League
Everton,Wolves,2010-08-21,E0,2010-2011,D,1.5,3.86,7.03,England: Premier League
Stoke,Tottenham,2010-08-21,E0,2010-2011,A,3.35,3.23,2.18,England: Premier League
West Brom,Sunderland,2010-08-21,E0,2010-2011,H,2.46,3.21,2.84,England: Premier League
West Ham,Bolton,2010-08-21,E0,2010-2011,A,2.22,3.26,3.22,England: Premier League
Wigan,Chelsea,2010-08-21,E0,2010-2011,A,12.5,5.56,1.24,England: Premier League
Fulham,Manchester United,2010-08-22,E0,2010-2011,D,5.88,3.77,1.58,England: Premier League
Newcastle,Aston Villa,2010-08-22,E0,2010-2011,H,2.98,3.26,2.36,England: Premier League
Manchester City,Liverpool,2010-08-23,E0,2010-2011,H,2.36,3.21,3.04,England: Premier League
Blackburn,Arsenal,2010-08-28,E0,2010-2011,A,5.71,3.78,1.59,England: Premier League
Blackpool,Fulham,2010-08-28,E0,2010-2011,D,3.05,3.27,2.31,England: Premier League
Chelsea,Stoke,2010-08-28,E0,2010-2011,H,1.11,8.46,21.29,England: Premier League
Manchester United,West Ham,2010-08-28,E0,2010-2011,H,1.14,7.33,18.07,England: Premier League
Tottenham,Wigan,2010-08-28,E0,2010-2011,A,1.24,5.71,11.79,England: Premier League
Wolves,Newcastle,2010-08-28,E0,2010-2011,D,2.42,3.21,2.93,England: Premier League
Aston Villa,Everton,2010-08-29,E0,2010-2011,H,2.49,3.23,2.83,England: Premier League
Bolton,Birmingham,2010-08-29,E0,2010-2011,D,2.13,3.3,3.39,England: Premier League
Liverpool,West Brom,2010-08-29,E0,2010-2011,H,1.22,5.79,13.64,England: Premier League
Sunderland,Manchester City,2010-08-29,E0,2010-2011,H,4.15,3.46,1.85,England: Premier League
Arsenal,Bolton,2010-09-11,E0,2010-2011,H,1.23,5.68,13.64,England: Premier League
Everton,Manchester United,2010-09-11,E0,2010-2011,D,4.24,3.4,1.87,England: Premier League
Fulham,Wolves,2010-09-11,E0,2010-2011,H,1.82,3.46,4.43,England: Premier League
Manchester City,Blackburn,2010-09-11,E0,2010-2011,D,1.33,4.93,9.19,England: Premier League
Newcastle,Blackpool,2010-09-11,E0,2010-2011,A,1.58,3.95,5.64,England: Premier League
West Brom,Tottenham,2010-09-11,E0,2010-2011,D,3.6,3.32,2.05,England: Premier League
West Ham,Chelsea,2010-09-11,E0,2010-2011,A,9.4,4.93,1.33,England: Premier League
Wigan,Sunderland,2010-09-11,E0,2010-2011,D,2.46,3.27,2.84,England: Premier League
Birmingham,Liverpool,2010-09-12,E0,2010-2011,D,3.16,3.23,2.29,England: Premier League
Stoke,Aston Villa,2010-09-13,E0,2010-2011,H,2.52,3.22,2.81,England: Premier League
Aston Villa,Bolton,2010-09-18,E0,2010-2011,D,1.8,3.44,4.61,England: Premier League
Blackburn,Fulham,2010-09-18,E0,2010-2011,D,2.04,3.29,3.69,England: Premier League
Everton,Newcastle,2010-09-18,E0,2010-2011,A,1.64,3.66,5.56,England: Premier League
Stoke,West Ham,2010-09-18,E0,2010-2011,D,1.95,3.39,3.97,England: Premier League
Sunderland,Arsenal,2010-09-18,E0,2010-2011,D,5.28,3.59,1.67,England: Premier League
Tottenham,Wolves,2010-09-18,E0,2010-2011,H,1.42,4.25,8.0,England: Premier League
West Brom,Birmingham,2010-09-18,E0,2010-2011,H,2.3,3.22,3.15,England: Premier League
Chelsea,Blackpool,2010-09-19,E0,2010-2011,H,1.1,8.89,23.57,England: Premier League
Manchester United,Liverpool,2010-09-19,E0,2010-2011,H,1.71,3.54,5.19,England: Premier League
Wigan,Manchester City,2010-09-19,E0,2010-2011,A,4.76,3.54,1.75,England: Premier League
Arsenal,West Brom,2010-09-25,E0,2010-2011,A,1.2,6.0,15.0,England: Premier League
Birmingham,Wigan,2010-09-25,E0,2010-2011,D,1.82,3.44,4.41,England: Premier League
Blackpool,Blackburn,2010-09-25,E0,2010-2011,A,3.06,3.26,2.32,England: Premier League
Fulham,Everton,2010-09-25,E0,2010-2011,D,2.61,3.21,2.7,England: Premier League
Liverpool,Sunderland,2010-09-25,E0,2010-2011,D,1.45,4.11,7.43,England: Premier League
Manchester City,Chelsea,2010-09-25,E0,2010-2011,H,3.44,3.28,2.14,England: Premier League
West Ham,Tottenham,2010-09-25,E0,2010-2011,H,3.46,3.35,2.09,England: Premier League
Bolton,Manchester United,2010-09-26,E0,2010-2011,D,6.86,3.94,1.5,England: Premier League
Newcastle,Stoke,2010-09-26,E0,2010-2011,A,1.94,3.4,3.89,England: Premier League
Wolves,Aston Villa,2010-09-26,E0,2010-2011,A,2.78,3.23,2.53,England: Premier League
Birmingham,Everton,2010-10-02,E0,2010-2011,A,2.7,3.19,2.63,England: Premier League
Stoke,Blackburn,2010-10-02,E0,2010-2011,H,2.26,3.2,3.24,England: Premier League
Sunderland,Manchester United,2010-10-02,E0,2010-2011,D,4.87,3.51,1.73,England: Premier League
Tottenham,Aston Villa,2010-10-02,E0,2010-2011,H,1.94,3.41,3.87,England: Premier League
West Brom,Bolton,2010-10-02,E0,2010-2011,D,2.16,3.26,3.38,England: Premier League
West Ham,Fulham,2010-10-02,E0,2010-2011,D,2.28,3.24,3.13,England: Premier League
Wigan,Wolves,2010-10-02,E0,2010-2011,H,2.24,3.24,3.23,England: Premier League
Chelsea,Arsenal,2010-10-03,E0,2010-2011,H,1.72,3.61,4.79,England: Premier League
Liverpool,Blackpool,2010-10-03,E0,2010-2011,A,1.3,4.96,10.39,England: Premier League
Manchester City,Newcastle,2010-10-03,E0,2010-2011,H,1.42,4.29,7.96,England: Premier League
Arsenal,Birmingham,2010-10-16,E0,2010-2011,H,1.31,5.01,10.22,England: Premier League
Aston Villa,Chelsea,2010-10-16,E0,2010-2011,D,4.97,3.58,1.74,England: Premier League
Bolton,Stoke,2010-10-16,E0,2010-2011,H,2.2,3.22,3.36,England: Premier League
Fulham,Tottenham,2010-10-16,E0,2010-2011,A,2.87,3.24,2.5,England: Premier League
Manchester United,West Brom,2010-10-16,E0,2010-2011,D,1.25,5.57,11.71,England: Premier League
Newcastle,Wigan,2010-10-16,E0,2010-2011,D,1.82,3.47,4.39,England: Premier League
Wolves,West Ham,2010-10-16,E0,2010-2011,D,2.25,3.23,3.25,England: Premier League
Blackpool,Manchester City,2010-10-17,E0,2010-2011,A,5.59,3.78,1.62,England: Premier League
Everton,Liverpool,2010-10-17,E0,2010-2011,H,2.43,3.22,2.95,England: Premier League
Blackburn,Sunderland,2010-10-18,E0,2010-2011,D,2.1,3.27,3.53,England: Premier League
Birmingham,Blackpool,2010-10-23,E0,2010-2011,H,1.89,3.47,4.12,England: Premier League
Chelsea,Wolves,2010-10-23,E0,2010-2011,H,1.13,7.86,19.07,England: Premier League
Sunderland,Aston Villa,2010-10-23,E0,2010-2011,H,2.4,3.22,2.97,England: Premier League
Tottenham,Everton,2010-10-23,E0,2010-2011,D,2.02,3.31,3.81,England: Premier League
West Brom,Fulham,2010-10-23,E0,2010-2011,H,2.16,3.24,3.44,England: Premier League
West Ham,Newcastle,2010-10-23,E0,2010-2011,A,2.32,3.28,3.07,England: Premier League
Wigan,Bolton,2010-10-23,E0,2010-2011,D,2.4,3.19,2.95,England: Premier League
Liverpool,Blackburn,2010-10-24,E0,2010-2011,H,1.66,3.64,5.34,England: Premier League
Manchester City,Arsenal,2010-10-24,E0,2010-2011,A,2.38,3.21,3.01,England: Premier League
Stoke,Manchester United,2010-10-24,E0,2010-2011,A,5.2,3.62,1.69,England: Premier League
Arsenal,West Ham,2010-10-30,E0,2010-2011,H,1.18,6.79,15.57,England: Premier League
Blackburn,Chelsea,2010-10-30,E0,2010-2011,A,7.5,4.21,1.45,England: Premier League
Everton,Stoke,2010-10-30,E0,2010-2011,H,1.56,3.77,6.36,England: Premier League
Fulham,Wigan,2010-10-30,E0,2010-2011,H,1.87,3.44,4.25,England: Premier League
Manchester United,Tottenham,2010-10-30,E0,2010-2011,H,1.6,3.93,5.68,England: Premier League
Wolves,Manchester City,2010-10-30,E0,2010-2011,H,5.15,3.53,1.71,England: Premier League
Aston Villa,Birmingham,2010-10-31,E0,2010-2011,D,1.82,3.49,4.49,England: Premier League
Bolton,Liverpool,2010-10-31,E0,2010-2011,A,3.22,3.29,2.24,England: Premier League
Newcastle,Sunderland,2010-10-31,E0,2010-2011,H,2.19,3.26,3.41,England: Premier League
Blackpool,West Brom,2010-11-01,E0,2010-2011,H,2.79,3.26,2.52,England: Premier League
Birmingham,West Ham,2010-11-06,E0,2010-2011,D,1.95,3.34,3.97,England: Premier League
Blackburn,Wigan,2010-11-06,E0,2010-2011,H,1.81,3.46,4.56,England: Premier League
Blackpool,Everton,2010-11-06,E0,2010-2011,D,4.57,3.49,1.81,England: Premier League
Bolton,Tottenham,2010-11-06,E0,2010-2011,H,2.97,3.24,2.4,England: Premier League
Fulham,Aston Villa,2010-11-06,E0,2010-2011,D,2.21,3.21,3.33,England: Premier League
Manchester United,Wolves,2010-11-06,E0,2010-2011,H,1.22,5.96,14.36,England: Premier League
Sunderland,Stoke,2010-11-06,E0,2010-2011,H,2.08,3.21,3.71,England: Premier League
Arsenal,Newcastle,2010-11-07,E0,2010-2011,A,1.27,5.54,11.21,England: Premier League
Liverpool,Chelsea,2010-11-07,E0,2010-2011,H,3.69,3.3,2.05,England: Premier League
West Brom,Manchester City,2010-11-07,E0,2010-2011,A,3.56,3.29,2.09,England: Premier League
Stoke,Birmingham,2010-11-09,E0,2010-2011,H,2.07,3.22,3.66,England: Premier League
Tottenham,Sunderland,2010-11-09,E0,2010-2011,D,1.54,3.89,6.34,England: Premier League
