HomeTeam,AwayTeam,Date,AVG_H_Close,AVG_D_Close,AVG_A_Close,league
Schalke,Wolfsburg,2014-11-22,3.1319,3.4648,2.2248,Germany: Bundesliga
Atalanta,AS Roma,2014-11-22,4.7211,3.4319,1.8026,Italy: Serie A
Lazio,Juventus,2014-11-22,3.9133,3.3437,1.9937,Italy: Serie A
Atl. Madrid,Malaga,2014-11-22,1.483,4.157,7.1807,Spain: Primera Division
Eibar,Real Madrid,2014-11-22,13.2311,6.4856,1.2104,Spain: Primera Division
Barcelona,Sevilla,2014-11-22,1.2248,6.6367,11.3663,Spain: Primera Division
Dep. La Coruna,Real Sociedad,2014-11-22,3.1563,3.2448,2.3311,Spain: Primera Division
Crystal Palace,Liverpool,2014-11-23,4.0061,3.4732,1.9454,England: Premier League
Hull City,Tottenham,2014-11-23,3.3268,3.3236,2.2236,England: Premier League
Nantes,St Etienne,2014-11-23,2.9122,2.9381,2.6363,France: Ligue 1
Montpellier,Toulouse,2014-11-23,2.6363,3.0915,2.7659,France: Ligue 1
Marseille,Bordeaux,2014-11-23,1.7036,3.6257,4.9921,France: Ligue 1
Hamburger SV,Werder Bremen,2014-11-23,1.8867,3.5319,4.1048,Germany: Bundesliga
VfB Stuttgart,Augsburg,2014-11-23,2.5044,3.3141,2.7919,Germany: Bundesliga
Torino,Sassuolo,2014-11-23,1.8244,3.4207,4.5956,Italy: Serie A
Cesena,Sampdoria,2014-11-23,4.1326,3.2922,1.9548,Italy: Serie A
Napoli,Cagliari,2014-11-23,1.3393,5.0819,8.6881,Italy: Serie A
Parma,Empoli,2014-11-23,2.1378,3.2978,3.493,Italy: Serie A
Udinese,Chievo,2014-11-23,1.9085,3.3404,4.2589,Italy: Serie A
Verona,Fiorentina,2014-11-23,3.6167,3.3489,2.0707,Italy: Serie A
AC Milan,Inter,2014-11-23,2.8293,3.185,2.5707,Italy: Serie A
Rayo Vallecano,Celta Vigo,2014-11-23,2.553,3.4152,2.6956,Spain: Primera Division
Levante,Valencia,2014-11-23,4.5015,3.517,1.8181,Spain: Primera Division
Elche,Cordoba,2014-11-23,1.9718,3.2375,4.16,Spain: Primera Division
Villarreal,Getafe,2014-11-23,1.4804,4.3186,6.7307,Spain: Primera Division
Aston Villa,Southampton,2014-11-24,5.3704,3.7929,1.6693,England: Premier League
Genoa,Palermo,2014-11-24,2.1841,3.2248,3.4467,Italy: Serie A
Granada CF,Almeria,2014-11-24,2.0548,3.2496,3.8207,Spain: Primera Division
Marseille,Nantes,2014-11-28,1.5618,3.7714,6.3789,France: Ligue 1
Freiburg,VfB Stuttgart,2014-11-28,2.3671,3.3821,2.9464,Germany: Bundesliga
Real Sociedad,Elche,2014-11-28,1.7025,3.6825,5.0914,Spain: Primera Division
West Brom,Arsenal,2014-11-29,4.6464,3.6889,1.7793,England: Premier League
Burnley,Aston Villa,2014-11-29,2.1943,3.2354,3.4843,England: Premier League
Liverpool,Stoke City,2014-11-29,1.71,3.7543,5.0129,England: Premier League
Manchester United,Hull City,2014-11-29,1.3479,5.0821,8.8071,England: Premier League
QPR,Leicester,2014-11-29,2.4239,3.2632,3.0146,England: Premier League
Swansea,Crystal Palace,2014-11-29,1.8339,3.4939,4.575,England: Premier League
West Ham,Newcastle Utd,2014-11-29,2.2646,3.3304,3.2379,England: Premier League
Sunderland,Chelsea,2014-11-29,8.5746,4.9936,1.36,England: Premier League
Paris SG,Nice,2014-11-29,1.1836,6.6429,14.5736,France: Ligue 1
Caen,Montpellier,2014-11-29,2.21,3.1993,3.3636,France: Ligue 1
Lens,Metz,2014-11-29,2.7086,3.0557,2.7268,France: Ligue 1
Reims,Bastia,2014-11-29,2.0482,3.225,3.7582,France: Ligue 1
Rennes,Monaco,2014-11-29,2.7468,3.0818,2.6725,France: Ligue 1
Toulouse,Lorient,2014-11-29,1.7707,3.4729,4.7707,France: Ligue 1
Augsburg,Hamburger SV,2014-11-29,1.8475,3.5257,4.3357,Germany: Bundesliga
Hertha Berlin,Bayern Munich,2014-11-29,13.45,6.7061,1.2021,Germany: Bundesliga
Schalke,Mainz,2014-11-29,2.1043,3.4,3.4896,Germany: Bundesliga
Werder Bremen,Paderborn,2014-11-29,2.4086,3.3936,2.89,Germany: Bundesliga
Hoffenheim,Hannover,2014-11-29,1.6746,3.8936,4.9496,Germany: Bundesliga
Sassuolo,Verona,2014-11-29,2.0518,3.4075,3.6279,Italy: Serie A
Chievo,Lazio,2014-11-29,3.7754,3.2639,2.0554,Italy: Serie A
Getafe,Ath Bilbao,2014-11-29,2.8264,3.0957,2.6571,Spain: Primera Division
Espanyol,Levante,2014-11-29,1.6582,3.7086,5.4857,Spain: Primera Division
Malaga,Real Madrid,2014-11-29,7.8132,5.1546,1.3625,Spain: Primera Division
Celta Vigo,Eibar,2014-11-29,1.5821,3.8218,6.2025,Spain: Primera Division
Southampton,Manchester City,2014-11-30,2.9345,3.3669,2.4283,England: Premier League
Tottenham,Everton,2014-11-30,2.2189,3.4057,3.2746,England: Premier League
Bordeaux,Lille,2014-11-30,2.1339,3.1171,3.6432,France: Ligue 1
Evian TG,Guingamp,2014-11-30,2.2071,3.0693,3.5004,France: Ligue 1
St Etienne,Lyon,2014-11-30,2.19,3.1589,3.4493,France: Ligue 1
Wolfsburg,B. Monchengladbach,2014-11-30,1.8841,3.6604,3.9467,Germany: Bundesliga
Eintracht Frankfurt,Dortmund,2014-11-30,5.3996,4.3874,1.5511,Germany: Bundesliga
AC Milan,Udinese,2014-11-30,1.6064,3.8154,5.8336,Italy: Serie A
Cagliari,Fiorentina,2014-11-30,3.2939,3.3596,2.1939,Italy: Serie A
Cesena,Genoa,2014-11-30,3.5918,3.1518,2.1736,Italy: Serie A
Empoli,Atalanta,2014-11-30,2.1386,3.2457,3.5632,Italy: Serie A
Palermo,Parma,2014-11-30,1.8875,3.4132,4.2839,Italy: Serie A
Juventus,Torino,2014-11-30,1.2911,5.1978,11.3752,Italy: Serie A
AS Roma,Inter,2014-11-30,1.7814,3.5675,4.6325,Italy: Serie A
Atl. Madrid,Dep. La Coruna,2014-11-30,1.1844,6.6089,16.477,Spain: Primera Division
Sevilla,Granada CF,2014-11-30,1.4207,4.4678,7.7978,Spain: Primera Division
Cordoba,Villarreal,2014-11-30,4.3104,3.4756,1.8652,Spain: Primera Division
Valencia,Barcelona,2014-11-30,6.0121,4.3986,1.5114,Spain: Primera Division
Sampdoria,Napoli,2014-12-01,3.4461,3.2521,2.1814,Italy: Serie A
Almeria,Rayo Vallecano,2014-12-01,2.4357,3.315,2.9075,Spain: Primera Division
Burnley,Newcastle Utd,2014-12-02,2.7943,3.2293,2.6118,England: Premier League
Leicester,Liverpool,2014-12-02,3.8693,3.4646,1.9893,England: Premier League
Manchester United,Stoke City,2014-12-02,1.5654,3.9986,6.2575,England: Premier League
Swansea,QPR,2014-12-02,1.6721,3.7814,5.3582,England: Premier League
Crystal Palace,Aston Villa,2014-12-02,2.0279,3.3314,3.8979,England: Premier League
West Brom,West Ham,2014-12-02,2.4196,3.2704,3.025,England: Premier League
Lorient,Marseille,2014-12-02,3.5464,3.2632,2.1054,France: Ligue 1
Nantes,Toulouse,2014-12-02,2.0779,3.2164,3.6804,France: Ligue 1
Monaco,Lens,2014-12-02,1.4146,4.3536,7.8671,France: Ligue 1
Arsenal,Southampton,2014-12-03,1.7871,3.5868,4.7082,England: Premier League
Chelsea,Tottenham,2014-12-03,1.4264,4.5632,7.5836,England: Premier League
Everton,Hull City,2014-12-03,1.5204,4.1804,6.4129,England: Premier League
Sunderland,Manchester City,2014-12-03,6.6786,4.5182,1.4646,England: Premier League
Bastia,Evian TG,2014-12-03,2.3854,3.0796,3.1239,France: Ligue 1
Guingamp,Caen,2014-12-03,2.3746,3.1654,3.0571,France: Ligue 1
Metz,Bordeaux,2014-12-03,2.8811,3.1014,2.5089,France: Ligue 1
Montpellier,St Etienne,2014-12-03,2.9264,3.0629,2.5107,France: Ligue 1
Nice,Rennes,2014-12-03,2.6996,3.0679,2.6993,France: Ligue 1
Lille,Paris SG,2014-12-03,4.8125,3.4629,1.7686,France: Ligue 1
Lyon,Reims,2014-12-04,1.4632,4.2443,7.0011,France: Ligue 1
Toulouse,Monaco,2014-12-05,2.6479,3.1332,2.7311,France: Ligue 1
Dortmund,Hoffenheim,2014-12-05,1.4732,4.6089,6.2125,Germany: Bundesliga
Fiorentina,Juventus,2014-12-05,3.4964,3.21,2.1864,Italy: Serie A
Newcastle Utd,Chelsea,2014-12-06,6.0325,3.9875,1.5804,England: Premier League
Hull City,West Brom,2014-12-06,2.3918,3.1893,3.1371,England: Premier League
Liverpool,Sunderland,2014-12-06,1.4832,4.3207,6.9564,England: Premier League
QPR,Burnley,2014-12-06,2.0232,3.3596,3.8514,England: Premier League
Stoke City,Arsenal,2014-12-06,3.5057,3.3764,2.1271,England: Premier League
Tottenham,Crystal Palace,2014-12-06,1.6236,3.8579,5.7154,England: Premier League
Manchester City,Everton,2014-12-06,1.4593,4.6376,6.7431,England: Premier League
Paris SG,Nantes,2014-12-06,1.3186,4.9796,9.8361,France: Ligue 1
Bordeaux,Lorient,2014-12-06,1.8504,3.3836,4.3871,France: Ligue 1
Caen,Nice,2014-12-06,2.0964,3.265,3.5668,France: Ligue 1
Rennes,Montpellier,2014-12-06,1.8718,3.3618,4.3168,France: Ligue 1
St Etienne,Bastia,2014-12-06,1.455,4.0439,7.7814,France: Ligue 1
B. Monchengladbach,Hertha Berlin,2014-12-06,1.6882,3.7789,5.0125,Germany: Bundesliga
Hannover,Wolfsburg,2014-12-06,3.8604,3.5939,1.9275,Germany: Bundesliga
Paderborn,Freiburg,2014-12-06,2.2657,3.4082,3.1104,Germany: Bundesliga
VfB Stuttgart,Schalke,2014-12-06,2.22,3.4325,3.1693,Germany: Bundesliga
Bayern Munich,Bayer Leverkusen,2014-12-06,1.3014,5.6586,9.2936,Germany: Bundesliga
AS Roma,Sassuolo,2014-12-06,1.3779,4.7736,8.1814,Italy: Serie A
Torino,Palermo,2014-12-06,1.8714,3.3239,4.5093,Italy: Serie A
Elche,Atl. Madrid,2014-12-06,6.4836,3.8704,1.5586,Spain: Primera Division
Ath Bilbao,Cordoba,2014-12-06,1.3964,4.4736,8.6154,Spain: Primera Division
Real Madrid,Celta Vigo,2014-12-06,1.1236,9.5389,17.1271,Spain: Primera Division
Dep. La Coruna,Malaga,2014-12-06,3.1996,3.2296,2.3159,Spain: Primera Division
West Ham,Swansea,2014-12-07,2.3018,3.3036,3.1746,England: Premier League
Aston Villa,Leicester,2014-12-07,2.465,3.2489,2.9625,England: Premier League
Evian TG,Lyon,2014-12-07,3.7922,3.2478,2.0296,France: Ligue 1
Lens,Lille,2014-12-07,3.8656,3.16,2.0485,France: Ligue 1
Reims,Guingamp,2014-12-07,2.3715,3.0559,3.177,France: Ligue 1
Marseille,Metz,2014-12-07,1.3454,4.7771,9.0829,France: Ligue 1
Hamburger SV,Mainz,2014-12-07,2.2381,3.3604,3.1796,Germany: Bundesliga
Eintracht Frankfurt,Werder Bremen,2014-12-07,1.9637,3.6189,3.68,Germany: Bundesliga
Napoli,Empoli,2014-12-07,1.3685,4.717,8.7604,Italy: Serie A
Atalanta,Cesena,2014-12-07,1.6156,3.5789,6.3819,Italy: Serie A
Genoa,AC Milan,2014-12-07,2.937,3.2189,2.4656,Italy: Serie A
Parma,Lazio,2014-12-07,3.5181,3.2659,2.1352,Italy: Serie A
Inter,Udinese,2014-12-07,1.5607,3.82,6.5136,Italy: Serie A
Rayo Vallecano,Sevilla,2014-12-07,3.3356,3.4285,2.1526,Spain: Primera Division
Barcelona,Espanyol,2014-12-07,1.0922,10.4933,23.6644,Spain: Primera Division
Villarreal,Real Sociedad,2014-12-07,1.6318,3.885,5.4332,Spain: Primera Division
Granada CF,Valencia,2014-12-07,4.2304,3.4086,1.9021,Spain: Primera Division
Southampton,Manchester United,2014-12-08,2.8475,3.3664,2.5004,England: Premier League
Cagliari,Chievo,2014-12-08,1.8043,3.4961,4.6146,Italy: Serie A
Verona,Sampdoria,2014-12-08,2.7104,3.2246,2.645,Italy: Serie A
Eibar,Almeria,2014-12-08,2.1231,3.2121,3.6514,Spain: Primera Division
Levante,Getafe,2014-12-08,2.5707,3.1343,2.8643,Spain: Primera Division
Lyon,Caen,2014-12-12,1.5104,4.1782,6.2304,France: Ligue 1
Hoffenheim,Eintracht Frankfurt,2014-12-12,1.86,3.8104,3.8875,Germany: Bundesliga
Almeria,Real Madrid,2014-12-12,16.0475,7.7204,1.1575,Spain: Primera Division
Burnley,Southampton,2014-12-13,4.7582,3.5832,1.7871,England: Premier League
Chelsea,Hull City,2014-12-13,1.1736,7.1339,17.3157,England: Premier League
Crystal Palace,Stoke City,2014-12-13,2.47,3.1789,3.0154,England: Premier League
Leicester,Manchester City,2014-12-13,7.0564,4.6018,1.45,England: Premier League
Sunderland,West Ham,2014-12-13,2.7618,3.2346,2.6368,England: Premier League
West Brom,Aston Villa,2014-12-13,2.19,3.2175,3.5268,England: Premier League
Arsenal,Newcastle Utd,2014-12-13,1.4176,4.87,7.1607,England: Premier League
Nantes,Bordeaux,2014-12-13,2.3229,3.0625,3.2614,France: Ligue 1
Bastia,Rennes,2014-12-13,2.6257,3.0729,2.7861,France: Ligue 1
Lorient,Metz,2014-12-13,1.8943,3.3525,4.1821,France: Ligue 1
Montpellier,Lens,2014-12-13,1.7329,3.47,4.9943,France: Ligue 1
Reims,Evian TG,2014-12-13,2.035,3.1889,3.8661,France: Ligue 1
Augsburg,Bayern Munich,2014-12-13,9.6336,5.315,1.3064,Germany: Bundesliga
Freiburg,Hamburger SV,2014-12-13,2.3986,3.3136,2.9493,Germany: Bundesliga
Hertha Berlin,Dortmund,2014-12-13,5.3596,3.9314,1.62,Germany: Bundesliga
Werder Bremen,Hannover,2014-12-13,2.6786,3.3839,2.5732,Germany: Bundesliga
Mainz,VfB Stuttgart,2014-12-13,2.2221,3.4432,3.1718,Germany: Bundesliga
Palermo,Sassuolo,2014-12-13,1.9411,3.3657,4.0729,Italy: Serie A
Lazio,Atalanta,2014-12-13,1.5932,3.7482,6.155,Italy: Serie A
Getafe,Barcelona,2014-12-13,13.2232,6.445,1.2121,Spain: Primera Division
Valencia,Rayo Vallecano,2014-12-13,1.4589,4.4968,6.7271,Spain: Primera Division
Cordoba,Levante,2014-12-13,2.355,3.0871,3.2514,Spain: Primera Division
Malaga,Celta Vigo,2014-12-13,2.1589,3.3871,3.3725,Spain: Primera Division
Manchester United,Liverpool,2014-12-14,1.8469,3.5859,4.3948,England: Premier League
Swansea,Tottenham,2014-12-14,2.3783,3.3734,2.9997,England: Premier League
Nice,St Etienne,2014-12-14,3.0711,3.0679,2.4221,France: Ligue 1
Guingamp,Paris SG,2014-12-14,7.6489,4.2329,1.4339,France: Ligue 1
Lille,Toulouse,2014-12-14,2.0843,3.1639,3.7407,France: Ligue 1
Monaco,Marseille,2014-12-14,2.381,3.1786,3.0645,France: Ligue 1
Bayer Leverkusen,B. Monchengladbach,2014-12-14,1.715,3.8118,4.7321,Germany: Bundesliga
Wolfsburg,Paderborn,2014-12-14,1.4246,4.82,6.8454,Germany: Bundesliga
Juventus,Sampdoria,2014-12-14,1.3132,5.0514,10.355,Italy: Serie A
Genoa,AS Roma,2014-12-14,3.6675,3.3621,2.0564,Italy: Serie A
Parma,Cagliari,2014-12-14,2.2596,3.3379,3.1786,Italy: Serie A
Udinese,Verona,2014-12-14,1.8379,3.5929,4.2729,Italy: Serie A
Cesena,Fiorentina,2014-12-14,7.2789,4.0229,1.4929,Italy: Serie A
AC Milan,Napoli,2014-12-14,2.7934,3.22,2.5879,Italy: Serie A
Espanyol,Granada CF,2014-12-14,1.7439,3.4768,5.1257,Spain: Primera Division
Sevilla,Eibar,2014-12-14,1.3779,4.6961,8.4618,Spain: Primera Division
Atl. Madrid,Villarreal,2014-12-14,1.5489,3.9361,6.4411,Spain: Primera Division
Real Sociedad,Ath Bilbao,2014-12-14,2.4414,3.1479,3.0262,Spain: Primera Division
Everton,QPR,2014-12-15,1.4228,4.6955,7.3955,England: Premier League
Empoli,Torino,2014-12-15,2.5518,3.1168,2.9007,Italy: Serie A
Chievo,Inter,2014-12-15,4.0075,3.2579,2.0054,Italy: Serie A
Dep. La Coruna,Elche,2014-12-15,2.1661,3.1564,3.6179,Spain: Primera Division
Bayern Munich,Freiburg,2014-12-16,1.0707,11.6863,27.9522,Germany: Bundesliga
Hamburger SV,VfB Stuttgart,2014-12-16,2.0375,3.4204,3.6464,Germany: Bundesliga
Hannover,Augsburg,2014-12-16,2.4361,3.2882,2.9282,Germany: Bundesliga
B. Monchengladbach,Werder Bremen,2014-12-17,1.5325,4.3982,5.6525,Germany: Bundesliga
Dortmund,Wolfsburg,2014-12-17,1.8479,3.8493,3.9164,Germany: Bundesliga
Eintracht Frankfurt,Hertha Berlin,2014-12-17,2.0279,3.4782,3.6279,Germany: Bundesliga
Hoffenheim,Bayer Leverkusen,2014-12-17,3.1811,3.5432,2.1746,Germany: Bundesliga
Paderborn,Schalke,2014-12-17,2.9854,3.4775,2.3025,Germany: Bundesliga
Cagliari,Juventus,2014-12-18,8.2839,4.7914,1.3764,Italy: Serie A
Napoli,Parma,2014-12-18,1.3304,5.1554,8.8893,Italy: Serie A
Lens,Nice,2014-12-19,2.3314,3.17,3.13,France: Ligue 1
Mainz,Bayern Munich,2014-12-19,13.9921,6.6125,1.1996,Germany: Bundesliga
Celta Vigo,Almeria,2014-12-19,1.4436,4.5514,6.9782,Spain: Primera Division
Manchester City,Crystal Palace,2014-12-20,1.2932,5.4593,10.6111,England: Premier League
Aston Villa,Manchester United,2014-12-20,5.6768,3.8675,1.625,England: Premier League
Hull City,Swansea,2014-12-20,2.7246,3.1475,2.7379,England: Premier League
QPR,West Brom,2014-12-20,2.4432,3.2121,3.0296,England: Premier League
Southampton,Everton,2014-12-20,2.335,3.3079,3.1236,England: Premier League
Tottenham,Burnley,2014-12-20,1.4379,4.4957,7.5029,England: Premier League
West Ham,Leicester,2014-12-20,1.665,3.8607,5.2779,England: Premier League
Paris SG,Montpellier,2014-12-20,1.2018,6.2789,13.8246,France: Ligue 1
Caen,Bastia,2014-12-20,2.2085,3.2159,3.3422,France: Ligue 1
Lorient,Nantes,2014-12-20,2.2829,3.0818,3.3111,France: Ligue 1
Metz,Monaco,2014-12-20,3.8879,3.2579,2.0014,France: Ligue 1
Rennes,Reims,2014-12-20,1.7664,3.4461,4.7654,France: Ligue 1
Toulouse,Guingamp,2014-12-20,1.9768,3.2004,4.0496,France: Ligue 1
Augsburg,B. Monchengladbach,2014-12-20,2.5961,3.2611,2.7343,Germany: Bundesliga
Bayer Leverkusen,Eintracht Frankfurt,2014-12-20,1.3825,5.1021,7.3986,Germany: Bundesliga
Schalke,Hamburger SV,2014-12-20,1.8439,3.5854,4.2614,Germany: Bundesliga
VfB Stuttgart,Paderborn,2014-12-20,1.8564,3.6425,4.0896,Germany: Bundesliga
Werder Bremen,Dortmund,2014-12-20,6.1204,4.4593,1.4964,Germany: Bundesliga
Sassuolo,Cesena,2014-12-20,1.4593,4.1196,7.8064,Italy: Serie A
AS Roma,AC Milan,2014-12-20,1.7014,3.7393,5.0486,Italy: Serie A
Barcelona,Cordoba,2014-12-20,1.0525,14.3421,32.6843,Spain: Primera Division
Levante,Real Sociedad,2014-12-20,2.7532,3.1171,2.6936,Spain: Primera Division
Eibar,Valencia,2014-12-20,3.7632,3.3354,2.0375,Spain: Primera Division
Rayo Vallecano,Espanyol,2014-12-20,2.2357,3.3432,3.2514,Spain: Primera Division
Newcastle Utd,Sunderland,2014-12-21,2.1255,3.2314,3.7003,England: Premier League
Liverpool,Arsenal,2014-12-21,2.7457,3.4111,2.545,England: Premier League
Marseille,Lille,2014-12-21,1.6439,3.5957,5.6071,France: Ligue 1
St Etienne,Evian TG,2014-12-21,1.4672,3.8831,7.9059,France: Ligue 1
Bordeaux,Lyon,2014-12-21,2.5834,3.1559,2.7786,France: Ligue 1
Hertha Berlin,Hoffenheim,2014-12-21,2.6421,3.3707,2.62,Germany: Bundesliga
Freiburg,Hannover,2014-12-21,2.4521,3.3624,2.84,Germany: Bundesliga
Verona,Chievo,2014-12-21,2.31,3.2004,3.2239,Italy: Serie A
Atalanta,Palermo,2014-12-21,2.4259,3.1452,3.0617,Italy: Serie A
Fiorentina,Empoli,2014-12-21,1.5017,4.0762,6.8997,Italy: Serie A
Sampdoria,Udinese,2014-12-21,1.7324,3.5259,5.0879,Italy: Serie A
Torino,Genoa,2014-12-21,1.9289,3.3618,4.1571,Italy: Serie A
Inter,Lazio,2014-12-21,2.2793,3.2117,3.2752,Italy: Serie A
Villarreal,Dep. La Coruna,2014-12-21,1.3111,5.1921,10.0646,Spain: Primera Division
Granada CF,Getafe,2014-12-21,2.429,3.0879,3.1186,Spain: Primera Division
Elche,Malaga,2014-12-21,2.9734,3.1869,2.46,Spain: Primera Division
Ath Bilbao,Atl. Madrid,2014-12-21,3.6969,3.1555,2.1428,Spain: Primera Division
Stoke City,Chelsea,2014-12-22,6.1114,3.9029,1.585,England: Premier League
Chelsea,West Ham,2014-12-26,1.3071,5.3818,9.9871,England: Premier League
Burnley,Liverpool,2014-12-26,5.1007,3.7932,1.69,England: Premier League
Crystal Palace,Southampton,2014-12-26,3.6779,3.2507,2.1146,England: Premier League
Everton,Stoke City,2014-12-26,1.8459,3.5178,4.4389,England: Premier League
Leicester,Tottenham,2014-12-26,3.3079,3.3818,2.1993,England: Premier League
Manchester United,Newcastle Utd,2014-12-26,1.3539,4.975,8.9854,England: Premier League
Sunderland,Hull City,2014-12-26,1.9875,3.2236,4.2036,England: Premier League
Swansea,Aston Villa,2014-12-26,1.6975,3.6475,5.2864,England: Premier League
West Brom,Manchester City,2014-12-26,5.7186,4.0514,1.5861,England: Premier League
Arsenal,QPR,2014-12-26,1.261,5.8841,11.3434,England: Premier League
Tottenham,Manchester United,2014-12-28,2.9959,3.4045,2.371,England: Premier League
Southampton,Chelsea,2014-12-28,4.2617,3.4234,1.9107,England: Premier League
Aston Villa,Sunderland,2014-12-28,2.1879,3.1903,3.5717,England: Premier League
Hull City,Leicester,2014-12-28,2.4831,3.2028,2.9807,England: Premier League
Manchester City,Burnley,2014-12-28,1.1876,6.9579,15.2814,England: Premier League
QPR,Crystal Palace,2014-12-28,2.4728,3.2172,2.9728,England: Premier League
Stoke City,West Brom,2014-12-28,1.9976,3.2848,4.0824,England: Premier League
West Ham,Arsenal,2014-12-28,3.6603,3.5479,2.02,England: Premier League
Newcastle Utd,Everton,2014-12-28,2.5617,3.3,2.7948,England: Premier League
Liverpool,Swansea,2014-12-29,1.7093,3.7157,5.0661,England: Premier League
Stoke City,Manchester United,2015-01-01,4.2725,3.4375,1.8993,England: Premier League
Aston Villa,Crystal Palace,2015-01-01,2.2961,3.1675,3.3554,England: Premier League
Hull City,Everton,2015-01-01,3.1293,3.2146,2.3911,England: Premier League
Liverpool,Leicester,2015-01-01,1.3857,4.7914,8.3743,England: Premier League
Manchester City,Sunderland,2015-01-01,1.2254,6.3918,12.8782,England: Premier League
Newcastle Utd,Burnley,2015-01-01,1.8568,3.4964,4.4396,England: Premier League
QPR,Swansea,2015-01-01,2.9396,3.3354,2.435,England: Premier League
Southampton,Arsenal,2015-01-01,2.6107,3.3589,2.7046,England: Premier League
West Ham,West Brom,2015-01-01,1.8254,3.6125,4.4668,England: Premier League
Tottenham,Chelsea,2015-01-01,5.4571,3.8629,1.65,England: Premier League
Atl. Madrid,Levante,2015-01-03,1.1907,6.4889,16.36,Spain: Primera Division
Sevilla,Celta Vigo,2015-01-03,1.6325,3.865,5.4746,Spain: Primera Division
Elche,Villarreal,2015-01-03,5.0871,3.6736,1.7036,Spain: Primera Division
Dep. La Coruna,Ath Bilbao,2015-01-03,3.2261,3.0675,2.3836,Spain: Primera Division
Malaga,Almeria,2015-01-03,1.5207,4.1211,6.4064,Spain: Primera Division
Getafe,Rayo Vallecano,2015-01-04,2.1939,3.3189,3.3464,Spain: Primera Division
Valencia,Real Madrid,2015-01-04,5.4193,4.2911,1.5625,Spain: Primera Division
Espanyol,Eibar,2015-01-04,1.7275,3.5018,5.2432,Spain: Primera Division
Real Sociedad,Barcelona,2015-01-04,7.9643,5.1304,1.3546,Spain: Primera Division
Lazio,Sampdoria,2015-01-05,1.7532,3.5032,4.9929,Italy: Serie A
Cordoba,Granada CF,2015-01-05,2.5211,2.9748,3.0685,Spain: Primera Division
Udinese,AS Roma,2015-01-06,4.3396,3.3625,1.8979,Italy: Serie A
AC Milan,Sassuolo,2015-01-06,1.5946,3.8618,5.8836,Italy: Serie A
Chievo,Torino,2015-01-06,2.89,2.9982,2.6489,Italy: Serie A
Empoli,Verona,2015-01-06,1.8689,3.445,4.3193,Italy: Serie A
Genoa,Atalanta,2015-01-06,2.085,3.2054,3.7807,Italy: Serie A
Palermo,Cagliari,2015-01-06,2.1014,3.2643,3.6379,Italy: Serie A
Parma,Fiorentina,2015-01-06,4.025,3.3832,1.9504,Italy: Serie A
Cesena,Napoli,2015-01-06,9.345,4.8039,1.3511,Italy: Serie A
Juventus,Inter,2015-01-06,1.4307,4.34,7.9764,Italy: Serie A
Lille,Evian TG,2015-01-07,1.7143,3.4329,5.2893,France: Ligue 1
Montpellier,Marseille,2015-01-09,3.8925,3.29,1.9954,France: Ligue 1
Levante,Dep. La Coruna,2015-01-09,2.1818,3.1264,3.6157,Spain: Primera Division
Sunderland,Liverpool,2015-01-10,3.6668,3.3275,2.0986,England: Premier League
Burnley,QPR,2015-01-10,2.0918,3.3682,3.6246,England: Premier League
Chelsea,Newcastle Utd,2015-01-10,1.1975,6.7318,15.0529,England: Premier League
Everton,Manchester City,2015-01-10,4.3336,3.7425,1.8143,England: Premier League
Leicester,Aston Villa,2015-01-10,2.1764,3.2589,3.515,England: Premier League
Swansea,West Ham,2015-01-10,2.1646,3.3579,3.4304,England: Premier League
West Brom,Hull City,2015-01-10,2.0111,3.2411,4.105,England: Premier League
Crystal Palace,Tottenham,2015-01-10,3.3631,3.3197,2.2169,England: Premier League
Bastia,Paris SG,2015-01-10,7.5832,4.1304,1.45,France: Ligue 1
Evian TG,Rennes,2015-01-10,2.6729,3.0571,2.7657,France: Ligue 1
Guingamp,Lens,2015-01-10,2.1304,3.1957,3.5654,France: Ligue 1
Lille,Caen,2015-01-10,1.6782,3.5071,5.5296,France: Ligue 1
Nice,Lorient,2015-01-10,2.1064,3.2114,3.6186,France: Ligue 1
Reims,St Etienne,2015-01-10,3.5911,3.1354,2.1496,France: Ligue 1
Sassuolo,Udinese,2015-01-10,2.0504,3.2479,3.8332,Italy: Serie A
Torino,AC Milan,2015-01-10,2.5861,3.0889,2.8954,Italy: Serie A
Real Madrid,Espanyol,2015-01-10,1.0886,10.5018,24.5843,Spain: Primera Division
Malaga,Villarreal,2015-01-10,3.0339,3.2389,2.4021,Spain: Primera Division
Celta Vigo,Valencia,2015-01-10,2.4125,3.3554,2.925,Spain: Primera Division
Eibar,Getafe,2015-01-10,2.2489,3.0818,3.4929,Spain: Primera Division
Arsenal,Stoke City,2015-01-11,1.4693,4.3481,7.1256,England: Premier League
Manchester United,Southampton,2015-01-11,1.8143,3.5721,4.5696,England: Premier League
Lyon,Toulouse,2015-01-11,1.515,4.0768,6.3471,France: Ligue 1
Nantes,Metz,2015-01-11,1.9939,3.1414,4.0896,France: Ligue 1
Monaco,Bordeaux,2015-01-11,1.7062,3.5238,5.2345,France: Ligue 1
Inter,Genoa,2015-01-11,1.6407,3.6968,5.6868,Italy: Serie A
AS Roma,Lazio,2015-01-11,2.1304,3.2196,3.6375,Italy: Serie A
Atalanta,Chievo,2015-01-11,2.1536,3.1275,3.6782,Italy: Serie A
