HomeTeam,AwayTeam,Date,AVG_H_Close,AVG_D_Close,AVG_A_Close,league
Wolfsburg,VfB Stuttgart,2009-08-07,1.8977,3.4923,3.9031,Germany: Bundesliga
Auxerre,Sochaux,2009-08-08,2.0496,3.0676,3.8108,France: Ligue 1
Grenoble,Marseille,2009-08-08,5.0077,3.3435,1.7277,France: Ligue 1
Le Mans,Lyon,2009-08-08,3.895,3.1558,1.995,France: Ligue 1
Monaco,Toulouse,2009-08-08,2.4523,2.9731,3.0238,France: Ligue 1
Montpellier,Paris SG,2009-08-08,3.3992,3.0456,2.2004,France: Ligue 1
Rennes,Boulogne,2009-08-08,1.5016,3.7488,6.9592,France: Ligue 1
St Etienne,Nice,2009-08-08,1.9796,3.1142,3.9815,France: Ligue 1
Valenciennes,Nancy,2009-08-08,2.1729,3.0042,3.5288,France: Ligue 1
Hertha Berlin,Hannover,2009-08-08,1.8096,3.4462,4.3823,Germany: Bundesliga
Mainz,Bayer Leverkusen,2009-08-08,3.7548,3.4204,1.9504,Germany: Bundesliga
Nurnberg,Schalke,2009-08-08,3.1312,3.2681,2.2508,Germany: Bundesliga
Werder Bremen,Eintracht Frankfurt,2009-08-08,1.4046,4.3427,7.8523,Germany: Bundesliga
Hoffenheim,Bayern Munich,2009-08-08,3.6138,3.3523,2.0138,Germany: Bundesliga
Lille,Lorient,2009-08-09,1.6831,3.4104,5.3208,France: Ligue 1
Bordeaux,Lens,2009-08-09,1.4288,3.9392,8.0885,France: Ligue 1
Bochum,B. Monchengladbach,2009-08-09,2.0904,3.3435,3.4085,Germany: Bundesliga
Freiburg,Hamburger SV,2009-08-09,3.4161,3.3396,2.087,Germany: Bundesliga
Chelsea,Hull City,2009-08-15,1.1696,6.674,19.578,England: Premier League
Aston Villa,Wigan,2009-08-15,1.6916,3.506,5.2196,England: Premier League
Blackburn,Manchester City,2009-08-15,3.2033,3.2713,2.2258,England: Premier League
Bolton,Sunderland,2009-08-15,2.2452,3.2261,3.2074,England: Premier League
Portsmouth,Fulham,2009-08-15,2.7324,3.1936,2.5808,England: Premier League
Stoke City,Burnley,2009-08-15,1.9228,3.3136,4.0488,England: Premier League
Wolves,West Ham,2009-08-15,2.5332,3.2152,2.7784,England: Premier League
Everton,Arsenal,2009-08-15,3.1746,3.2115,2.2738,England: Premier League
Lens,Auxerre,2009-08-15,2.21,3.0042,3.4496,France: Ligue 1
Lorient,Montpellier,2009-08-15,1.8864,3.174,4.2984,France: Ligue 1
Lyon,Valenciennes,2009-08-15,1.2996,4.8468,10.118,France: Ligue 1
Nancy,Monaco,2009-08-15,2.1963,3.0063,3.4717,France: Ligue 1
Paris SG,Le Mans,2009-08-15,1.5877,3.5362,6.1331,France: Ligue 1
Sochaux,Bordeaux,2009-08-15,3.8571,3.1538,2.015,France: Ligue 1
Toulouse,St Etienne,2009-08-15,1.8156,3.2636,4.5956,France: Ligue 1
Bayer Leverkusen,Hoffenheim,2009-08-15,1.9921,3.4008,3.6808,Germany: Bundesliga
Bayern Munich,Werder Bremen,2009-08-15,1.5942,3.7831,5.6058,Germany: Bundesliga
Eintracht Frankfurt,Nurnberg,2009-08-15,2.0712,3.3204,3.4962,Germany: Bundesliga
Hamburger SV,Dortmund,2009-08-15,2.1135,3.2992,3.4012,Germany: Bundesliga
Hannover,Mainz,2009-08-15,1.8919,3.4123,4.0162,Germany: Bundesliga
VfB Stuttgart,Freiburg,2009-08-15,1.4645,4.0118,7.3041,Germany: Bundesliga
Manchester United,Birmingham,2009-08-16,1.1996,5.8219,15.1223,England: Premier League
Tottenham,Liverpool,2009-08-16,3.6162,3.2888,2.0577,England: Premier League
Boulogne,Grenoble,2009-08-16,2.3576,2.942,3.2056,France: Ligue 1
Nice,Rennes,2009-08-16,2.4827,2.9392,2.9885,France: Ligue 1
Marseille,Lille,2009-08-16,1.6462,3.4658,5.5015,France: Ligue 1
B. Monchengladbach,Hertha Berlin,2009-08-16,2.3404,3.2784,2.944,Germany: Bundesliga
Schalke,Bochum,2009-08-16,1.4528,4.0428,7.4692,Germany: Bundesliga
Sunderland,Chelsea,2009-08-18,6.4608,3.682,1.5616,England: Premier League
Wigan,Wolves,2009-08-18,1.6808,3.5636,5.2876,England: Premier League
Birmingham,Portsmouth,2009-08-19,2.0096,3.298,3.7472,England: Premier League
Burnley,Manchester United,2009-08-19,9.53,4.6868,1.33,England: Premier League
Hull City,Tottenham,2009-08-19,3.8127,3.3412,1.9673,England: Premier League
Liverpool,Stoke City,2009-08-19,1.2558,5.1454,12.5846,England: Premier League
Hoffenheim,Schalke,2009-08-21,2.4669,3.3081,2.7454,Germany: Bundesliga
Arsenal,Portsmouth,2009-08-22,1.1731,6.6531,17.0008,England: Premier League
Birmingham,Stoke City,2009-08-22,2.2158,3.2115,3.2946,England: Premier League
Hull City,Bolton,2009-08-22,2.4723,3.2065,2.8477,England: Premier League
Manchester City,Wolves,2009-08-22,1.3392,4.6473,9.3665,England: Premier League
Sunderland,Blackburn,2009-08-22,2.1208,3.2188,3.5115,England: Premier League
Wigan,Manchester United,2009-08-22,6.3385,3.7612,1.55,England: Premier League
Auxerre,Lyon,2009-08-22,4.0565,3.2458,1.9162,France: Ligue 1
Le Mans,Nancy,2009-08-22,2.3231,3.0023,3.2008,France: Ligue 1
Monaco,Lorient,2009-08-22,2.0285,3.115,3.8212,France: Ligue 1
Montpellier,Sochaux,2009-08-22,2.2504,3.0035,3.3562,France: Ligue 1
St Etienne,Boulogne,2009-08-22,1.7065,3.3281,5.3219,France: Ligue 1
Valenciennes,Paris SG,2009-08-22,3.5488,3.0192,2.1573,France: Ligue 1
Rennes,Marseille,2009-08-22,3.1738,3.0242,2.3281,France: Ligue 1
Dortmund,VfB Stuttgart,2009-08-22,2.2223,3.3023,3.1377,Germany: Bundesliga
Freiburg,Bayer Leverkusen,2009-08-22,3.3667,3.3288,2.1117,Germany: Bundesliga
Mainz,Bayern Munich,2009-08-22,7.0742,4.1388,1.4508,Germany: Bundesliga
Nurnberg,Hannover,2009-08-22,1.9604,3.3488,3.8092,Germany: Bundesliga
Bologna,Fiorentina,2009-08-22,3.5242,3.1535,2.1165,Italy: Serie A
Siena,AC Milan,2009-08-22,4.3876,3.2552,1.8644,Italy: Serie A
West Ham,Tottenham,2009-08-23,3.3565,3.2642,2.1569,England: Premier League
Burnley,Everton,2009-08-23,3.5319,3.2358,2.1027,England: Premier League
Fulham,Chelsea,2009-08-23,6.9088,3.7924,1.5152,England: Premier League
Bordeaux,Nice,2009-08-23,1.4269,3.9842,8.0292,France: Ligue 1
Grenoble,Lens,2009-08-23,2.4808,2.9315,3.0027,France: Ligue 1
Lille,Toulouse,2009-08-23,1.9873,3.1077,3.9823,France: Ligue 1
Bochum,Hertha Berlin,2009-08-23,2.3862,3.2692,2.8854,Germany: Bundesliga
Werder Bremen,B. Monchengladbach,2009-08-23,1.4054,4.4558,7.6381,Germany: Bundesliga
Wolfsburg,Hamburger SV,2009-08-23,1.8442,3.4408,4.1785,Germany: Bundesliga
Inter,Bari,2009-08-23,1.2069,5.7792,13.9704,Italy: Serie A
Catania,Sampdoria,2009-08-23,2.5968,3.0984,2.7604,Italy: Serie A
Genoa,AS Roma,2009-08-23,2.2254,3.2263,3.2171,Italy: Serie A
Juventus,Chievo,2009-08-23,1.2876,4.9628,10.6228,Italy: Serie A
Lazio,Atalanta,2009-08-23,1.914,3.1924,4.226,Italy: Serie A
Livorno,Cagliari,2009-08-23,2.3276,3.1016,3.1444,Italy: Serie A
Palermo,Napoli,2009-08-23,2.1828,3.1592,3.3656,Italy: Serie A
Udinese,Parma,2009-08-23,1.7848,3.2968,4.8384,Italy: Serie A
Liverpool,Aston Villa,2009-08-24,1.3728,4.4148,8.9448,England: Premier League
B. Monchengladbach,Mainz,2009-08-28,2.0042,3.3362,3.6604,Germany: Bundesliga
Chelsea,Burnley,2009-08-29,1.1348,7.414,18.5876,England: Premier League
Blackburn,West Ham,2009-08-29,2.164,3.2504,3.3528,England: Premier League
Bolton,Liverpool,2009-08-29,6.9688,3.904,1.5048,England: Premier League
Stoke City,Sunderland,2009-08-29,2.3296,3.2224,3.0464,England: Premier League
Tottenham,Birmingham,2009-08-29,1.3472,4.5804,9.4908,England: Premier League
Wolves,Hull City,2009-08-29,2.0796,3.2664,3.548,England: Premier League
Manchester United,Arsenal,2009-08-29,2.2012,3.2331,3.3038,England: Premier League
Boulogne,Auxerre,2009-08-29,2.5285,2.9719,2.8962,France: Ligue 1
Lens,Rennes,2009-08-29,2.6038,2.9473,2.8173,France: Ligue 1
Lorient,Le Mans,2009-08-29,2.0708,3.0477,3.7419,France: Ligue 1
Nice,Montpellier,2009-08-29,1.9515,3.1146,4.1173,France: Ligue 1
Sochaux,Monaco,2009-08-29,2.1612,3.0315,3.5004,France: Ligue 1
St Etienne,Grenoble,2009-08-29,1.7115,3.3273,5.2588,France: Ligue 1
Lyon,Nancy,2009-08-29,1.3438,4.4769,9.2919,France: Ligue 1
Bayer Leverkusen,Bochum,2009-08-29,1.3964,4.3792,8.0112,Germany: Bundesliga
Eintracht Frankfurt,Dortmund,2009-08-29,2.91,3.2779,2.3733,Germany: Bundesliga
Hannover,Hoffenheim,2009-08-29,2.706,3.2828,2.5068,Germany: Bundesliga
Schalke,Freiburg,2009-08-29,1.3565,4.5217,8.7322,Germany: Bundesliga
VfB Stuttgart,Nurnberg,2009-08-29,1.5088,3.8972,6.6544,Germany: Bundesliga
Bayern Munich,Wolfsburg,2009-08-29,1.6973,3.7062,4.7642,Germany: Bundesliga
Bari,Bologna,2009-08-29,2.0931,3.1042,3.6669,Italy: Serie A
AC Milan,Inter,2009-08-29,2.8504,3.0648,2.5376,Italy: Serie A
Real Madrid,Dep. La Coruna,2009-08-29,1.2331,5.8815,12.2438,Spain: Primera Division
Zaragoza,Tenerife,2009-08-29,1.8785,3.3642,4.1654,Spain: Primera Division
Portsmouth,Manchester City,2009-08-30,5.9208,3.7062,1.5865,England: Premier League
Everton,Wigan,2009-08-30,1.7227,3.5185,4.9273,England: Premier League
Aston Villa,Fulham,2009-08-30,1.7485,3.4665,4.8331,England: Premier League
Paris SG,Lille,2009-08-30,1.9446,3.1331,4.1496,France: Ligue 1
Toulouse,Valenciennes,2009-08-30,1.5662,3.5919,6.2381,France: Ligue 1
Marseille,Bordeaux,2009-08-30,2.1308,3.1242,3.4958,France: Ligue 1
Hertha Berlin,Werder Bremen,2009-08-30,3.4146,3.3823,2.065,Germany: Bundesliga
AS Roma,Juventus,2009-08-30,2.7577,3.1246,2.57,Italy: Serie A
Atalanta,Genoa,2009-08-30,2.3838,3.1117,3.0042,Italy: Serie A
Cagliari,Siena,2009-08-30,1.9538,3.1513,4.0867,Italy: Serie A
Chievo,Lazio,2009-08-30,2.4392,3.0721,2.9629,Italy: Serie A
Fiorentina,Palermo,2009-08-30,1.855,3.3129,4.3,Italy: Serie A
Napoli,Livorno,2009-08-30,1.4879,3.7492,7.2296,Italy: Serie A
Parma,Catania,2009-08-30,1.8838,3.2313,4.2988,Italy: Serie A
Sampdoria,Udinese,2009-08-30,1.9667,3.2367,3.8975,Italy: Serie A
Ath Bilbao,Espanyol,2009-08-30,2.2077,3.2712,3.2054,Spain: Primera Division
Malaga,Atl. Madrid,2009-08-30,3.8042,3.4665,1.9258,Spain: Primera Division
Mallorca,Xerez,2009-08-30,1.9188,3.3212,4.0262,Spain: Primera Division
Osasuna,Villarreal,2009-08-30,2.6796,3.2388,2.575,Spain: Primera Division
Santander,Getafe,2009-08-30,2.1765,3.2246,3.3235,Spain: Primera Division
Valencia,Sevilla,2009-08-30,2.2531,3.2881,3.1158,Spain: Primera Division
Almeria,Valladolid,2009-08-30,2.1646,3.2669,3.3069,Spain: Primera Division
Barcelona,Gijon,2009-08-31,1.1504,7.3912,17.0115,Spain: Primera Division
Blackburn,Wolves,2009-09-12,1.7881,3.4281,4.5974,England: Premier League
Liverpool,Burnley,2009-09-12,1.1781,6.4593,16.3167,England: Premier League
Manchester City,Arsenal,2009-09-12,3.0865,3.2438,2.2988,England: Premier League
Portsmouth,Bolton,2009-09-12,2.433,3.1841,2.927,England: Premier League
Stoke City,Chelsea,2009-09-12,8.9292,4.4062,1.3788,England: Premier League
Sunderland,Hull City,2009-09-12,1.7596,3.4308,4.8862,England: Premier League
Wigan,West Ham,2009-09-12,2.3178,3.2185,3.07,England: Premier League
Tottenham,Manchester United,2009-09-12,3.1815,3.2359,2.2456,England: Premier League
Le Mans,Marseille,2009-09-12,4.4773,3.2912,1.8212,France: Ligue 1
Lille,Sochaux,2009-09-12,1.7715,3.2911,4.8267,France: Ligue 1
Lyon,Lorient,2009-09-12,1.3344,4.5319,9.7093,France: Ligue 1
Montpellier,Lens,2009-09-12,2.0963,3.0663,3.6883,France: Ligue 1
Nancy,Toulouse,2009-09-12,2.3138,2.9885,3.2158,France: Ligue 1
Valenciennes,Boulogne,2009-09-12,1.9424,3.1784,4.0644,France: Ligue 1
Bordeaux,Grenoble,2009-09-12,1.2438,5.1462,12.9512,France: Ligue 1
Dortmund,Bayern Munich,2009-09-12,4.0412,3.4315,1.8827,Germany: Bundesliga
Freiburg,Eintracht Frankfurt,2009-09-12,2.1267,3.3358,3.3483,Germany: Bundesliga
Hoffenheim,Bochum,2009-09-12,1.525,3.8673,6.3581,Germany: Bundesliga
Mainz,Hertha Berlin,2009-09-12,2.3608,3.2838,2.9108,Germany: Bundesliga
Nurnberg,B. Monchengladbach,2009-09-12,2.0238,3.3627,3.5881,Germany: Bundesliga
Wolfsburg,Bayer Leverkusen,2009-09-12,2.0638,3.3788,3.4573,Germany: Bundesliga
Hamburger SV,VfB Stuttgart,2009-09-12,1.7848,3.5185,4.4407,Germany: Bundesliga
Livorno,AC Milan,2009-09-12,5.27,3.4152,1.7088,Italy: Serie A
Lazio,Juventus,2009-09-12,4.0504,3.2388,1.9454,Italy: Serie A
Atl. Madrid,Santander,2009-09-12,1.5227,3.8954,6.4781,Spain: Primera Division
Getafe,Barcelona,2009-09-12,5.6735,3.6604,1.6108,Spain: Primera Division
Espanyol,Real Madrid,2009-09-12,5.6115,3.6889,1.6059,Spain: Primera Division
Sevilla,Zaragoza,2009-09-12,1.5629,3.7288,6.2113,Spain: Primera Division
Birmingham,Aston Villa,2009-09-13,3.4189,3.1604,2.1863,England: Premier League
Fulham,Everton,2009-09-13,2.7196,3.1833,2.59,England: Premier League
Auxerre,Nice,2009-09-13,2.1052,3.0196,3.6748,France: Ligue 1
Rennes,St Etienne,2009-09-13,1.6842,3.3623,5.4369,France: Ligue 1
Monaco,Paris SG,2009-09-13,2.7752,2.9504,2.6533,France: Ligue 1
Werder Bremen,Hannover,2009-09-13,1.3315,4.8922,8.9111,Germany: Bundesliga
Atalanta,Sampdoria,2009-09-13,2.4554,3.1177,2.9069,Italy: Serie A
Bologna,Chievo,2009-09-13,2.3396,3.0756,3.147,Italy: Serie A
Fiorentina,Cagliari,2009-09-13,1.5493,3.6796,6.5093,Italy: Serie A
Inter,Parma,2009-09-13,1.2752,5.0915,11.47,Italy: Serie A
Siena,AS Roma,2009-09-13,3.6522,3.223,2.0348,Italy: Serie A
Udinese,Catania,2009-09-13,1.6333,3.5178,5.7437,Italy: Serie A
Palermo,Bari,2009-09-13,1.6374,3.5026,5.7033,Italy: Serie A
Genoa,Napoli,2009-09-13,2.0304,3.1935,3.7585,Italy: Serie A
Dep. La Coruna,Malaga,2009-09-13,1.8874,3.3537,4.1422,Spain: Primera Division
Gijon,Almeria,2009-09-13,2.3048,3.2748,3.0293,Spain: Primera Division
Tenerife,Osasuna,2009-09-13,2.2546,3.2815,3.1196,Spain: Primera Division
Villarreal,Mallorca,2009-09-13,1.5792,3.77,5.8915,Spain: Primera Division
Valladolid,Valencia,2009-09-13,3.5889,3.3511,2.0263,Spain: Primera Division
Xerez,Ath Bilbao,2009-09-13,2.6219,3.2181,2.6393,Spain: Primera Division
Schalke,Wolfsburg,2009-09-18,2.1477,3.3754,3.2358,Germany: Bundesliga
Burnley,Sunderland,2009-09-19,2.7788,3.2016,2.5384,England: Premier League
Arsenal,Wigan,2009-09-19,1.2204,5.7004,14.3685,England: Premier League
Aston Villa,Portsmouth,2009-09-19,1.3965,4.205,8.8885,England: Premier League
Bolton,Stoke City,2009-09-19,2.0669,3.2538,3.6012,England: Premier League
Hull City,Birmingham,2009-09-19,2.295,3.21,3.1292,England: Premier League
West Ham,Liverpool,2009-09-19,6.2822,3.7859,1.553,England: Premier League
Boulogne,Bordeaux,2009-09-19,5.7915,3.493,1.6152,France: Ligue 1
Grenoble,Rennes,2009-09-19,3.5544,3.0426,2.1367,France: Ligue 1
Lorient,Nancy,2009-09-19,2.1296,3.043,3.5626,France: Ligue 1
Nice,Monaco,2009-09-19,2.5981,2.957,2.8263,France: Ligue 1
Sochaux,Valenciennes,2009-09-19,1.8422,3.1893,4.5078,France: Ligue 1
St Etienne,Auxerre,2009-09-19,2.0777,3.0931,3.6758,France: Ligue 1
Marseille,Montpellier,2009-09-19,1.3996,4.1337,8.2844,France: Ligue 1
Bayern Munich,Nurnberg,2009-09-19,1.1919,6.2162,14.1235,Germany: Bundesliga
B. Monchengladbach,Hoffenheim,2009-09-19,3.0889,3.3204,2.2437,Germany: Bundesliga
Bochum,Mainz,2009-09-19,2.1485,3.3292,3.2819,Germany: Bundesliga
Hannover,Dortmund,2009-09-19,2.8004,3.2859,2.4411,Germany: Bundesliga
Napoli,Udinese,2009-09-19,1.9815,3.2737,3.8267,Italy: Serie A
Juventus,Livorno,2009-09-19,1.2558,5.2554,11.7396,Italy: Serie A
Dep. La Coruna,Espanyol,2009-09-19,1.9037,3.3763,4.0156,Spain: Primera Division
Mallorca,Tenerife,2009-09-19,1.9741,3.3341,3.78,Spain: Primera Division
Malaga,Santander,2009-09-19,2.053,3.3133,3.5419,Spain: Primera Division
Osasuna,Sevilla,2009-09-19,3.4344,3.3311,2.0915,Spain: Primera Division
Barcelona,Atl. Madrid,2009-09-19,1.2852,5.3667,9.9267,Spain: Primera Division
Manchester United,Manchester City,2009-09-20,1.5656,3.8304,5.9637,England: Premier League
Wolves,Fulham,2009-09-20,2.637,3.2178,2.6481,England: Premier League
Everton,Blackburn,2009-09-20,1.7752,3.4196,4.7174,England: Premier League
Chelsea,Tottenham,2009-09-20,1.4452,4.1922,7.3556,England: Premier League
Lens,Lille,2009-09-20,2.8848,2.947,2.5481,France: Ligue 1
Toulouse,Le Mans,2009-09-20,1.7319,3.2956,5.0933,France: Ligue 1
Paris SG,Lyon,2009-09-20,2.9367,3.0252,2.4478,France: Ligue 1
Eintracht Frankfurt,Hamburger SV,2009-09-20,3.6726,3.3604,1.9878,Germany: Bundesliga
Bayer Leverkusen,Werder Bremen,2009-09-20,2.2156,3.393,3.08,Germany: Bundesliga
Hertha Berlin,Freiburg,2009-09-20,2.0015,3.3138,3.6927,Germany: Bundesliga
AC Milan,Bologna,2009-09-20,1.3033,4.79,10.75,Italy: Serie A
Bari,Atalanta,2009-09-20,2.4348,3.0544,2.9715,Italy: Serie A
Cagliari,Inter,2009-09-20,6.6907,3.6515,1.5448,Italy: Serie A
Catania,Lazio,2009-09-20,2.5407,3.1285,2.7807,Italy: Serie A
Chievo,Genoa,2009-09-20,2.9044,3.1037,2.4652,Italy: Serie A
Parma,Palermo,2009-09-20,2.3537,3.1215,3.0574,Italy: Serie A
Sampdoria,Siena,2009-09-20,1.6337,3.4644,5.8463,Italy: Serie A
AS Roma,Fiorentina,2009-09-20,2.0065,3.2727,3.7177,Italy: Serie A
Almeria,Getafe,2009-09-20,2.5722,3.2385,2.68,Spain: Primera Division
Ath Bilbao,Villarreal,2009-09-20,2.6331,3.2373,2.6173,Spain: Primera Division
Zaragoza,Valladolid,2009-09-20,2.0346,3.3188,3.5921,Spain: Primera Division
Real Madrid,Xerez,2009-09-20,1.1096,8.7177,21.4419,Spain: Primera Division
Valencia,Gijon,2009-09-20,1.2667,5.4263,10.5489,Spain: Primera Division
Sevilla,Mallorca,2009-09-22,1.4326,4.2474,7.3044,Spain: Primera Division
Santander,Barcelona,2009-09-22,10.2644,5.1604,1.2844,Spain: Primera Division
Atalanta,Catania,2009-09-23,1.7123,3.4092,5.1258,Italy: Serie A
Bari,Cagliari,2009-09-23,2.002,3.182,3.8468,Italy: Serie A
Bologna,Livorno,2009-09-23,2.1473,3.1192,3.5054,Italy: Serie A
Fiorentina,Sampdoria,2009-09-23,2.0146,3.1858,3.8408,Italy: Serie A
Inter,Napoli,2009-09-23,1.3881,4.2481,8.4665,Italy: Serie A
Lazio,Parma,2009-09-23,1.7438,3.415,4.8569,Italy: Serie A
Palermo,AS Roma,2009-09-23,2.7865,3.2227,2.4873,Italy: Serie A
Siena,Chievo,2009-09-23,2.3077,3.1392,3.1208,Italy: Serie A
Udinese,AC Milan,2009-09-23,3.18,3.1885,2.2573,Italy: Serie A
Atl. Madrid,Almeria,2009-09-23,1.45,4.1681,7.1478,Spain: Primera Division
Espanyol,Malaga,2009-09-23,1.913,3.4141,3.9148,Spain: Primera Division
Valladolid,Osasuna,2009-09-23,2.2544,3.2222,3.1541,Spain: Primera Division
Villarreal,Real Madrid,2009-09-23,5.2935,3.9008,1.6023,Spain: Primera Division
Xerez,Dep. La Coruna,2009-09-23,2.8267,3.2719,2.4237,Spain: Primera Division
Tenerife,Ath Bilbao,2009-09-23,2.4131,3.325,2.8127,Spain: Primera Division
Getafe,Valencia,2009-09-23,3.0365,3.3469,2.2623,Spain: Primera Division
Genoa,Juventus,2009-09-24,3.2919,3.2081,2.1915,Italy: Serie A
Gijon,Zaragoza,2009-09-24,2.0789,3.3737,3.3848,Spain: Primera Division
Nurnberg,Bochum,2009-09-25,1.8185,3.45,4.3096,Germany: Bundesliga
Portsmouth,Everton,2009-09-26,4.0,3.3804,1.9212,England: Premier League
Birmingham,Bolton,2009-09-26,2.2459,3.2122,3.2074,England: Premier League
Blackburn,Aston Villa,2009-09-26,2.7685,3.2478,2.5089,England: Premier League
Liverpool,Hull City,2009-09-26,1.1307,7.6056,19.3993,England: Premier League
Stoke City,Manchester United,2009-09-26,8.5081,4.45,1.3822,England: Premier League
Tottenham,Burnley,2009-09-26,1.3104,4.9893,10.0456,England: Premier League
Wigan,Chelsea,2009-09-26,11.3426,4.9307,1.2933,England: Premier League
Fulham,Arsenal,2009-09-26,6.9522,3.953,1.4967,England: Premier League
Auxerre,Grenoble,2009-09-26,1.6037,3.4641,5.9967,France: Ligue 1
Lorient,Paris SG,2009-09-26,3.1,3.0159,2.3626,France: Ligue 1
Monaco,St Etienne,2009-09-26,1.8158,3.2327,4.6096,France: Ligue 1
Montpellier,Boulogne,2009-09-26,1.6074,3.4593,5.9881,France: Ligue 1
Nancy,Sochaux,2009-09-26,1.9919,3.0978,3.9433,France: Ligue 1
Valenciennes,Marseille,2009-09-26,4.8196,3.337,1.7481,France: Ligue 1
Lyon,Toulouse,2009-09-26,1.4537,3.9437,7.4437,France: Ligue 1
Dortmund,Schalke,2009-09-26,2.4544,3.2596,2.7915,Germany: Bundesliga
Eintracht Frankfurt,VfB Stuttgart,2009-09-26,2.6758,3.2788,2.5515,Germany: Bundesliga
Werder Bremen,Mainz,2009-09-26,1.3481,4.7726,8.2815,Germany: Bundesliga
Wolfsburg,Hannover,2009-09-26,1.4022,4.3922,7.6852,Germany: Bundesliga
Hamburger SV,Bayern Munich,2009-09-26,3.0819,3.3507,2.2307,Germany: Bundesliga
Sampdoria,Inter,2009-09-26,3.9052,3.2033,1.987,Italy: Serie A
Livorno,Fiorentina,2009-09-26,3.5358,3.1531,2.1192,Italy: Serie A
Ath Bilbao,Sevilla,2009-09-26,3.0481,3.323,2.26,Spain: Primera Division
Real Madrid,Tenerife,2009-09-26,1.1022,8.7615,21.6189,Spain: Primera Division
Malaga,Barcelona,2009-09-26,11.01,5.6567,1.2467,Spain: Primera Division
Valencia,Atl. Madrid,2009-09-26,1.8507,3.5678,3.9826,Spain: Primera Division
Sunderland,Wolves,2009-09-27,1.7263,3.533,4.9141,England: Premier League
Le Mans,Lens,2009-09-27,2.1559,3.0489,3.4848,France: Ligue 1
Lille,Nice,2009-09-27,1.5322,3.6063,6.7389,France: Ligue 1
Bordeaux,Rennes,2009-09-27,1.6074,3.4719,5.9548,France: Ligue 1
Freiburg,B. Monchengladbach,2009-09-27,1.9692,3.4281,3.6735,Germany: Bundesliga
Hoffenheim,Hertha Berlin,2009-09-27,1.3926,4.3981,7.9467,Germany: Bundesliga
Catania,AS Roma,2009-09-27,4.0637,3.2852,1.9152,Italy: Serie A
Chievo,Atalanta,2009-09-27,2.0956,3.1241,3.6437,Italy: Serie A
Juventus,Bologna,2009-09-27,1.2222,5.633,13.5033,Italy: Serie A
Lazio,Palermo,2009-09-27,2.1122,3.1656,3.5267,Italy: Serie A
Napoli,Siena,2009-09-27,1.6181,3.5022,5.9837,Italy: Serie A
Parma,Cagliari,2009-09-27,1.9241,3.2207,4.1226,Italy: Serie A
Udinese,Genoa,2009-09-27,2.2604,3.1748,3.1807,Italy: Serie A
AC Milan,Bari,2009-09-27,1.3196,4.7304,9.7985,Italy: Serie A
Almeria,Santander,2009-09-27,2.0993,3.2856,3.4359,Spain: Primera Division
Espanyol,Xerez,2009-09-27,1.5085,3.933,6.453,Spain: Primera Division
Mallorca,Valladolid,2009-09-27,1.7959,3.5067,4.3459,Spain: Primera Division
Osasuna,Gijon,2009-09-27,1.8737,3.4515,4.0256,Spain: Primera Division
Zaragoza,Getafe,2009-09-27,2.3541,3.2804,2.9248,Spain: Primera Division
Dep. La Coruna,Villarreal,2009-09-27,2.4185,3.3327,2.7881,Spain: Primera Division
Manchester City,West Ham,2009-09-28,1.4522,4.1141,7.3085,England: Premier League
Schalke,Eintracht Frankfurt,2009-10-02,1.4722,4.0337,6.9578,Germany: Bundesliga
Bolton,Tottenham,2009-10-03,3.6107,3.4078,2.0063,England: Premier League
Burnley,Birmingham,2009-10-03,2.2659,3.217,3.1789,England: Premier League
Hull City,Wigan,2009-10-03,2.8944,3.25,2.4156,England: Premier League
Wolves,Portsmouth,2009-10-03,2.103,3.3059,3.4533,England: Premier League
Manchester United,Sunderland,2009-10-03,1.1969,6.1127,14.5712,England: Premier League
Grenoble,Montpellier,2009-10-03,3.2167,3.0204,2.2907,France: Ligue 1
Nice,Valenciennes,2009-10-03,2.2552,3.0359,3.2648,France: Ligue 1
Paris SG,Nancy,2009-10-03,1.5474,3.5715,6.5848,France: Ligue 1
Rennes,Auxerre,2009-10-03,1.58,3.5215,6.1174,France: Ligue 1
Sochaux,Le Mans,2009-10-03,2.0411,3.0774,3.8526,France: Ligue 1
St Etienne,Bordeaux,2009-10-03,3.6715,3.1388,2.0523,France: Ligue 1
Lens,Lyon,2009-10-03,4.9219,3.42,1.7122,France: Ligue 1
Bayer Leverkusen,Nurnberg,2009-10-03,1.3722,4.5263,8.3274,Germany: Bundesliga
Bochum,Wolfsburg,2009-10-03,4.2622,3.5611,1.7996,Germany: Bundesliga
Hannover,Freiburg,2009-10-03,2.1469,3.3238,3.2977,Germany: Bundesliga
Mainz,Hoffenheim,2009-10-03,4.3093,3.603,1.7878,Germany: Bundesliga
B. Monchengladbach,Dortmund,2009-10-03,2.9085,3.2867,2.3637,Germany: Bundesliga
Bari,Catania,2009-10-03,2.0033,3.1341,3.9244,Italy: Serie A
Inter,Udinese,2009-10-03,1.4308,4.1008,7.755,Italy: Serie A
Tenerife,Dep. La Coruna,2009-10-03,2.3352,3.3096,2.9456,Spain: Primera Division
Barcelona,Almeria,2009-10-03,1.0912,9.135,23.1423,Spain: Primera Division
Atl. Madrid,Zaragoza,2009-10-03,1.7044,3.5781,4.8422,Spain: Primera Division
